"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Reactome Pathways"	"WikiPathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Found in Sample: [S2] F2: Sample, 2, body"	"Found in Sample: [S6] F6: Sample, 6, body"	"Found in Sample: [S10] F10: Sample, 10, body"	"Found in Sample: [S1] F1: Sample, 1, head"	"Found in Sample: [S5] F5: Sample, 5, head"	"Found in Sample: [S9] F9: Sample, 9, head"	"Found in Sample: [S4] F4: Sample, 4, mucus"	"Found in Sample: [S8] F8: Sample, 8, mucus"	"Found in Sample: [S12] F12: Sample, 12, mucus"	"Found in Sample: [S3] F3: Sample, 3, pharynx"	"Found in Sample: [S7] F7: Sample, 7, pharynx"	"Found in Sample: [S11] F11: Sample, 11, pharynx"	"# Protein Groups"	"Modifications"
"-4503859273786816777"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN114192_c0_g1_i1.p1"	"ONUN2_DN114192_c0_g1~~ONUN2_DN114192_c0_g1_i1.p1  ORF type:complete len:137 (-),score=22.45 ONUN2_DN114192_c0_g1_i1:198-608(-)"	"0.000"	"50.658"	"51"	"7"	"197"	"7"	"136"	"15.5"	"6.01"	"2895"	"7"	""	""	""	""	""	"ONUN2_DN114192_c0_g1_i1.p1"	""	""	""	""	"0"	"0.470"	"0.010"	"1.098"	"0.019"	"2.337"	"100.000"	"0.188819732204204"	"0.000377096388443156"	"1"	"0.000849794924573327"	"0.360696859444069"	"0.00029090547975319"	"878360696.407793"	"412650817.427143"	"7688154.861245"	"964497831.992399"	"46.27"	"17.71"	"38.69"	"15.14"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6816456867976747638"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN6130_c0_g1_i1.p1"	"ONUN2_DN6130_c0_g1~~ONUN2_DN6130_c0_g1_i1.p1  ORF type:complete len:183 (-),score=35.38 ONUN2_DN6130_c0_g1_i1:61-609(-)"	"0.000"	"50.638"	"63"	"11"	"124"	"11"	"182"	"21.1"	"5.16"	"1211"	"11"	""	""	""	""	""	"ONUN2_DN6130_c0_g1_i1.p1"	""	""	""	""	"0"	"1.439"	"0.749"	"2.148"	"0.520"	"1.492"	"2.867"	"0.947556423424033"	"0.999999999988851"	"1"	"0.47527498132517"	"0.999999999946628"	"0.318337253759337"	"40920720.8953214"	"58900540.0946851"	"30648083.8819307"	"87882457.6975721"	"57.92"	"7.31"	"57.76"	"21.08"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4132779177387467523"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN40063_c0_g2_i2.p1"	"ONUN2_DN40063_c0_g2~~ONUN2_DN40063_c0_g2_i2.p1  ORF type:complete len:200 (-),score=38.41 ONUN2_DN40063_c0_g2_i2:97-654(-)"	"0.000"	"50.544"	"71"	"11"	"129"	"11"	"185"	"19.4"	"6.80"	"1307"	"11"	""	""	""	""	""	"ONUN2_DN40063_c0_g2_i2.p1"	""	""	""	""	"0"	"0.212"	"0.463"	"0.677"	"2.182"	"3.194"	"1.464"	"0.19103957553191"	"0.836453818619716"	"1"	"0.682144538373826"	"0.624830313081326"	"0.999999999996024"	"67220374.5396851"	"14251871.4878568"	"31096518.078635"	"45524544.5918802"	"64.66"	"74.78"	"62.23"	"35.01"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"1370144367760588228"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN10469_c1_g1_i8.p1"	"ONUN2_DN10469_c1_g1~~ONUN2_DN10469_c1_g1_i8.p1  ORF type:complete len:509 (-),score=93.87 ONUN2_DN10469_c1_g1_i8:146-1672(-)"	"0.000"	"50.501"	"28"	"13"	"78"	"13"	"508"	"56.3"	"8.24"	"555"	"13"	""	""	""	""	""	"ONUN2_DN10469_c1_g1_i8.p1"	""	""	""	""	"0"	"1.425"	"0.036"	"1.633"	"0.025"	"1.145"	"45.610"	"0.999999999998446"	"0.00580160677515366"	"1"	"0.006840067626549"	"0.999999999946628"	"0.00263075556827327"	"49996285.2986217"	"71262638.6666667"	"1789652.64786333"	"81625540.6123404"	"40.26"	"14.09"	"32.27"	"53.03"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"1"	""
"-2248909535280945528"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN15104_c0_g1_i3.p1"	"ONUN2_DN15104_c0_g1~~ONUN2_DN15104_c0_g1_i3.p1  ORF type:3prime_partial len:433 (-),score=72.67 ONUN2_DN15104_c0_g1_i3:3-1250(-)"	"0.000"	"50.481"	"36"	"10"	"107"	"8"	"416"	"44.6"	"9.35"	"1980"	"10"	""	""	""	""	""	"ONUN2_DN15104_c0_g1_i3.p1"	""	""	""	""	"0"	"31.140"	"76.240"	"1.056"	"2.448"	"0.034"	"0.014"	"0.1310447098176"	"0.0316889510628499"	"1"	"0.824094725090977"	"0.136721015030445"	"0.0193668793111932"	"3584440.52458274"	"111619080"	"273276531.137077"	"3783886.50075645"	"131.71"	"30.98"	"60.58"	"53.87"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	""
"5746198835996635412"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN4494_c0_g1_i1.p1"	"ONUN2_DN4494_c0_g1~~ONUN2_DN4494_c0_g1_i1.p1  ORF type:complete len:323 (-),score=66.17 ONUN2_DN4494_c0_g1_i1:443-1411(-)"	"0.000"	"50.397"	"42"	"9"	"95"	"9"	"322"	"36.7"	"4.86"	"1234"	"9"	""	""	""	""	""	"ONUN2_DN4494_c0_g1_i1.p1"	""	""	""	""	"0"	"0.887"	"0.153"	"0.970"	"0.172"	"1.093"	"6.357"	"0.999999999998446"	""	"1"	""	"0.999999999946628"	""	"31614454.8500546"	"28052974.1975731"	"4821728.04453714"	"30653283.6273363"	"70.71"	"30.20"	""	"23.36"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-1161198433885357778"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN39398_c1_g1_i1.p1"	"ONUN2_DN39398_c1_g1~~ONUN2_DN39398_c1_g1_i1.p1  ORF type:complete len:497 (-),score=138.01 ONUN2_DN39398_c1_g1_i1:508-1998(-)"	"0.000"	"50.364"	"33"	"13"	"108"	"13"	"496"	"55.5"	"5.20"	"1249"	"13"	""	""	""	""	""	"ONUN2_DN39398_c1_g1_i1.p1"	""	""	""	""	"0"	"0.159"	"0.201"	"1.044"	"1.262"	"6.565"	"5.202"	"0.205956596110146"	"0.204962622171808"	"1"	"0.999999999928841"	"0.41761387652012"	"0.286045549307543"	"253844477.390598"	"40387368.730168"	"50966348.1565746"	"265137172.403019"	"20.99"	"45.08"	"62.05"	"57.07"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-1221343363114773831"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN14670_c0_g1_i5.p1"	"ONUN2_DN14670_c0_g1~~ONUN2_DN14670_c0_g1_i5.p1  ORF type:5prime_partial len:321 (-),score=49.67 ONUN2_DN14670_c0_g1_i5:107-1069(-)"	"0.000"	"50.351"	"48"	"13"	"92"	"13"	"320"	"36.0"	"8.98"	"884"	"13"	""	""	""	""	""	"ONUN2_DN14670_c0_g1_i5.p1"	""	""	""	""	"0"	"29.772"	"6.159"	"5.593"	"0.207"	"0.188"	"0.908"	"0.131189232290885"	"0.8657919327477"	"1"	"0.371014873530579"	"0.457836771468456"	"0.999999999996024"	"2856641.82846926"	"85047363.651044"	"17593352.0996945"	"15978604.7916939"	"113.27"	"22.55"	"50.09"	"67.18"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"4438200066348414716"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN837_c0_g1_i20.p1"	"ONUN2_DN837_c0_g1~~ONUN2_DN837_c0_g1_i20.p1  ORF type:complete len:492 (-),score=67.31 ONUN2_DN837_c0_g1_i20:352-1827(-)"	"0.000"	"50.306"	"30"	"12"	"70"	"2"	"491"	"56.8"	"8.60"	"601"	"12"	""	""	""	""	""	"ONUN2_DN837_c0_g1_i20.p1"	""	""	""	""	"0"	"0.479"	"0.400"	"0.819"	"0.836"	"1.710"	"2.046"	"0.464216720354908"	"0.396800966985166"	"1"	"0.999999999928841"	"0.999999999946628"	"0.800788623904183"	"7951011.31878938"	"3806539.71010696"	"3181222.74469958"	"6507943.58704371"	"53.65"	"1.22"	"20.02"	"31.76"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	"Acetyl [N-Term]"
"-6269961337395816576"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN8240_c0_g1_i3.p1"	"ONUN2_DN8240_c0_g1~~ONUN2_DN8240_c0_g1_i3.p1  ORF type:complete len:211 (-),score=26.75 ONUN2_DN8240_c0_g1_i3:290-922(-)"	"0.000"	"50.227"	"43"	"8"	"137"	"8"	"210"	"24.0"	"10.49"	"1946"	"8"	""	""	""	""	""	"ONUN2_DN8240_c0_g1_i3.p1"	""	""	""	""	"0"	"2.431"	"0.056"	"1.596"	"0.023"	"0.656"	"28.720"	"0.659078155862671"	"0.343869125720422"	"1"	"0.0724234810023442"	"0.999999999946628"	"0.172112452127118"	"63189174.9444458"	"153640093.746467"	"3510957.67992567"	"100835810.315112"	"93.59"	"51.43"	"106.47"	"46.61"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-6110567666460536728"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN28_c0_g1_i2.p1"	"ONUN2_DN28_c0_g1~~ONUN2_DN28_c0_g1_i2.p1  ORF type:complete len:504 (-),score=55.95 ONUN2_DN28_c0_g1_i2:290-1801(-)"	"0.000"	"50.160"	"29"	"12"	"87"	"11"	"503"	"58.2"	"8.53"	"935"	"12"	""	""	""	""	""	"ONUN2_DN28_c0_g1_i2.p1"	""	""	""	""	"0"	"4.425"	"0.125"	"1.151"	"0.028"	"0.260"	"9.186"	"0.199676612409929"	"0.175019791585048"	"1"	"0.0250594044839832"	"0.336970561656686"	"0.1283699965987"	"9161889.88731193"	"40539119.4973798"	"1147535.94695827"	"10541068.5840114"	"59.01"	"2.91"	"62.31"	"45.98"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"1767953217788633909"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN120381_c0_g1_i1.p1"	"ONUN2_DN120381_c0_g1~~ONUN2_DN120381_c0_g1_i1.p1  ORF type:5prime_partial len:183 (+),score=41.23 ONUN2_DN120381_c0_g1_i1:1-549(+)"	"0.000"	"50.134"	"58"	"8"	"113"	"1"	"182"	"20.7"	"5.49"	"1216"	"8"	""	""	""	""	""	"ONUN2_DN120381_c0_g1_i1.p1"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"3504282658640274295"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2657_c0_g3_i1.p1"	"ONUN2_DN2657_c0_g3~~ONUN2_DN2657_c0_g3_i1.p1  ORF type:complete len:827 (-),score=251.20 ONUN2_DN2657_c0_g3_i1:385-2865(-)"	"0.000"	"50.122"	"18"	"13"	"51"	"13"	"826"	"94.3"	"6.79"	"564"	"13"	""	""	""	""	""	"ONUN2_DN2657_c0_g3_i1.p1"	""	""	""	""	"0"	"3.986"	"9.309"	"3.192"	"2.336"	"0.801"	"0.343"	"0.423815856252757"	"0.268191310746943"	"1"	"0.999999999928841"	"0.999999999946628"	"0.671677074381717"	"2393788.39622007"	"9540565.55055197"	"22284167.4756944"	"7640411.38373381"	"78.09"	"58.36"	"51.83"	"59.39"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"1"	""
"-3526456699783184819"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3578_c0_g2_i1.p1"	"ONUN2_DN3578_c0_g2~~ONUN2_DN3578_c0_g2_i1.p1  ORF type:complete len:175 (-),score=19.45 ONUN2_DN3578_c0_g2_i1:95-619(-)"	"0.000"	"50.070"	"59"	"11"	"100"	"11"	"174"	"20.3"	"4.82"	"1185"	"11"	""	""	""	""	""	"ONUN2_DN3578_c0_g2_i1.p1"	""	""	""	""	"0"	"0.671"	"0.854"	"2.867"	"1.272"	"4.272"	"3.358"	"0.469163759195826"	"0.999999999988851"	"1"	"0.999999999928841"	"0.11654756692413"	"0.0752386364852812"	"79846280.5104104"	"53580159.0328761"	"68162239.0848749"	"228883823.958032"	"55.39"	"6.50"	"31.64"	"3.70"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"3548710923142356012"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN9785_c0_g1_i12.p1"	"ONUN2_DN9785_c0_g1~~ONUN2_DN9785_c0_g1_i12.p1  ORF type:complete len:328 (-),score=52.46 ONUN2_DN9785_c0_g1_i12:126-1109(-)"	"0.000"	"50.066"	"50"	"14"	"115"	"14"	"327"	"36.4"	"6.70"	"1395"	"14"	""	""	""	""	""	"ONUN2_DN9785_c0_g1_i12.p1"	""	""	""	""	"0"	"4.452"	"1.772"	"1.943"	"0.398"	"0.436"	"1.097"	"0.292991057483434"	"0.999999999988851"	"1"	"0.470093658993985"	"0.866698841432599"	"0.999999999996024"	"24166293.590492"	"107599731.304962"	"42824546.8122382"	"46961478.1043953"	"67.19"	"16.45"	"71.52"	"24.16"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-8853761380992978792"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN97934_c0_g1_i1.p1"	"ONUN2_DN97934_c0_g1~~ONUN2_DN97934_c0_g1_i1.p1  ORF type:complete len:358 (-),score=62.84 ONUN2_DN97934_c0_g1_i1:594-1667(-)"	"0.000"	"50.062"	"50"	"13"	"121"	"13"	"357"	"40.7"	"7.28"	"877"	"13"	""	""	""	""	""	"ONUN2_DN97934_c0_g1_i1.p1"	""	""	""	""	"0"	"0.760"	"1.408"	"0.669"	"1.852"	"0.881"	"0.476"	"0.999999999998446"	"0.999999999988851"	"1"	"0.990100933190871"	"0.999999999946628"	"0.999999999996024"	"22765453.7999854"	"17301364.1045621"	"32044248.0108211"	"15239795.3842174"	"24.20"	"1.21"	"69.68"	"58.48"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-837633116786361266"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN921_c0_g1_i10.p1"	"ONUN2_DN921_c0_g1~~ONUN2_DN921_c0_g1_i10.p1  ORF type:complete len:162 (-),score=23.98 ONUN2_DN921_c0_g1_i10:89-574(-)"	"0.000"	"50.046"	"27"	"4"	"204"	"2"	"161"	"18.1"	"6.34"	"2553"	"4"	""	""	""	""	""	"ONUN2_DN921_c0_g1_i10.p1"	""	""	""	""	"0"	"3.350"	"0.051"	"1.437"	"0.015"	"0.429"	"28.058"	"0.695471943932439"	"0.110906684918104"	"1"	"0.0444602510810046"	"0.917908730102424"	"0.10004002594522"	"293129898.162927"	"981911752.152554"	"15012564.9761828"	"421222997.164438"	"41.65"	"58.02"	"104.37"	"46.07"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"8590237340676580258"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN7314_c0_g2_i5.p1"	"ONUN2_DN7314_c0_g2~~ONUN2_DN7314_c0_g2_i5.p1  ORF type:complete len:1524 (-),score=326.34 ONUN2_DN7314_c0_g2_i5:217-4788(-)"	"0.000"	"49.991"	"9"	"12"	"117"	"12"	"1523"	"151.8"	"9.10"	"1682"	"12"	""	""	""	""	""	"ONUN2_DN7314_c0_g2_i5.p1"	""	""	""	""	"0"	"0.222"	"0.931"	"0.553"	"4.184"	"2.484"	"0.594"	"0.695471943932439"	"0.999999999988851"	"1"	"0.699227835972098"	"0.987145256587836"	"0.999999999996024"	"435217007.354988"	"96819374.9375917"	"405113096.851006"	"240506622.274191"	"62.17"	"48.72"	"60.85"	"89.58"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2605311827282152443"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN30929_c0_g1_i4.p1"	"ONUN2_DN30929_c0_g1~~ONUN2_DN30929_c0_g1_i4.p1  ORF type:complete len:367 (-),score=70.78 ONUN2_DN30929_c0_g1_i4:455-1555(-)"	"0.000"	"49.975"	"41"	"11"	"58"	"11"	"366"	"41.6"	"6.18"	"655"	"11"	""	""	""	""	""	"ONUN2_DN30929_c0_g1_i4.p1"	""	""	""	""	"0"	"1.280"	"0.574"	"1.236"	"0.449"	"0.966"	"2.153"	"0.999999999998446"	"0.999999999988851"	"1"	"0.911408953916507"	"0.999999999946628"	"0.999999999996024"	"7794197.22601424"	"9980450.16217151"	"4476869.117218"	"9636936.21058005"	"69.42"	"86.09"	"110.30"	"62.19"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-496790927243799046"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1461_c0_g2_i11.p1"	"ONUN2_DN1461_c0_g2~~ONUN2_DN1461_c0_g2_i11.p1  ORF type:complete len:625 (-),score=109.61 ONUN2_DN1461_c0_g2_i11:363-2237(-)"	"0.000"	"49.959"	"21"	"10"	"65"	"10"	"624"	"70.9"	"6.10"	"719"	"10"	""	""	""	""	""	"ONUN2_DN1461_c0_g2_i11.p1"	""	""	""	""	"0"	"9.175"	"6.610"	"2.944"	"0.720"	"0.321"	"0.445"	"0.6870256578894"	"0.999999999988851"	"1"	"0.864656486674729"	"0.883957941152249"	"0.999999999996024"	"3398577.81317197"	"31183070.8711369"	"22464771.2229901"	"10006707.3933634"	"103.10"	"21.70"	"81.29"	"75.71"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"-158207909541578701"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN34662_c0_g1_i1.p1"	"ONUN2_DN34662_c0_g1~~ONUN2_DN34662_c0_g1_i1.p1  ORF type:complete len:506 (-),score=111.99 ONUN2_DN34662_c0_g1_i1:196-1713(-)"	"0.000"	"49.912"	"28"	"12"	"61"	"12"	"505"	"58.0"	"7.27"	"558"	"12"	""	""	""	""	""	"ONUN2_DN34662_c0_g1_i1.p1"	""	""	""	""	"0"	"9.893"	"2.865"	"4.003"	"0.290"	"0.405"	"1.397"	"0.271340813502805"	"0.999999999988851"	"1"	"0.659977995726212"	"0.900901889286188"	"0.999999999996024"	"4491200.05919346"	"44433119.1654116"	"12868289.6769503"	"17978777.9493163"	"13.82"	"28.60"	"55.62"	"100.39"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"1"	""
"-2124254337556056853"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN6148_c0_g3_i2.p1"	"ONUN2_DN6148_c0_g3~~ONUN2_DN6148_c0_g3_i2.p1  ORF type:complete len:965 (-),score=169.75 ONUN2_DN6148_c0_g3_i2:673-3567(-)"	"0.000"	"49.845"	"17"	"15"	"64"	"15"	"964"	"110.5"	"7.30"	"605"	"15"	""	""	""	""	""	"ONUN2_DN6148_c0_g3_i2.p1"	""	""	""	""	"0"	"3.888"	"1.672"	"0.811"	"0.430"	"0.209"	"0.485"	""	""	""	"0.55103311071071"	"0.291683928947926"	"0.999999999996024"	"4262571.68705256"	"16570888.6906816"	"7126118.01428223"	"3458640.33327045"	""	"30.22"	"38.19"	"62.64"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3290231028064605898"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN0_c5_g1_i2.p1"	"ONUN2_DN0_c5_g1~~ONUN2_DN0_c5_g1_i2.p1  ORF type:complete len:2506 (-),score=493.79 ONUN2_DN0_c5_g1_i2:236-7753(-)"	"0.000"	"49.781"	"7"	"17"	"39"	"16"	"2505"	"292.1"	"6.51"	"209"	"17"	""	""	""	""	""	"ONUN2_DN0_c5_g1_i2.p1"	""	""	""	""	"0"	"3.346"	"0.457"	"0.126"	"0.137"	"0.038"	"0.275"	""	""	""	"0.366005805335041"	""	""	"5343469.49098746"	"17878723.0000746"	"2442970.97071785"	"671212.041846946"	""	"44.66"	"57.84"	""	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"3031295824097600800"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3281_c0_g1_i10.p1"	"ONUN2_DN3281_c0_g1~~ONUN2_DN3281_c0_g1_i10.p1  ORF type:5prime_partial len:675 (-),score=105.82 ONUN2_DN3281_c0_g1_i10:189-2213(-)"	"0.000"	"49.749"	"22"	"14"	"47"	"14"	"674"	"79.5"	"8.41"	"405"	"14"	""	""	""	""	""	"ONUN2_DN3281_c0_g1_i10.p1"	""	""	""	""	"0"	"100.000"	"100.000"	""	"7.179"	"0.010"	"0.010"	""	""	""	"0.161642110740326"	""	""	""	"5541142.01847734"	"39780636.690788"	""	""	"39.21"	"112.97"	""	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"1761895007190420736"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN47565_c0_g1_i1.p1"	"ONUN2_DN47565_c0_g1~~ONUN2_DN47565_c0_g1_i1.p1  ORF type:3prime_partial len:274 (-),score=50.67 ONUN2_DN47565_c0_g1_i1:1-819(-)"	"0.000"	"49.749"	"32"	"7"	"187"	"2"	"273"	"30.3"	"5.44"	"2694"	"7"	""	""	""	""	""	"ONUN2_DN47565_c0_g1_i1.p1"	""	""	""	""	"0"	""	"100.000"	""	"100.000"	""	"0.010"	""	""	""	""	""	""	""	""	"53830778.3686452"	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-2345824046896644515"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN4403_c0_g1_i12.p1"	"ONUN2_DN4403_c0_g1~~ONUN2_DN4403_c0_g1_i12.p1  ORF type:complete len:203 (-),score=31.45 ONUN2_DN4403_c0_g1_i12:118-726(-)"	"0.000"	"49.689"	"53"	"8"	"178"	"4"	"202"	"22.1"	"7.75"	"1942"	"8"	""	""	""	""	""	"ONUN2_DN4403_c0_g1_i12.p1"	""	""	""	""	"0"	"0.243"	"2.154"	"0.968"	"8.881"	"3.992"	"0.449"	"0.734055731561592"	"0.999999999988851"	"1"	"0.711248181240169"	"0.977284641142319"	"0.999999999996024"	"54050808.8273867"	"13107371.3393448"	"116408813.300069"	"52319254.6488867"	"90.12"	"55.11"	"82.27"	"114.74"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-540247232228439487"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3365_c0_g1_i1.p1"	"ONUN2_DN3365_c0_g1~~ONUN2_DN3365_c0_g1_i1.p1  ORF type:complete len:440 (-),score=70.35 ONUN2_DN3365_c0_g1_i1:61-1263(-)"	"0.000"	"49.682"	"31"	"13"	"152"	"13"	"400"	"44.3"	"9.11"	"1741"	"13"	""	""	""	""	""	"ONUN2_DN3365_c0_g1_i1.p1"	""	""	""	""	"0"	"0.330"	"3.282"	"3.335"	"9.933"	"10.091"	"1.016"	"0.83664551298944"	"0.999999999988851"	"1"	"0.681575032168552"	"0.538291445791303"	"0.999999999996024"	"42557506.7505488"	"14063453.9954553"	"139685794.943243"	"141917910.918117"	"41.99"	"83.98"	"85.47"	"24.80"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-1853222497454165637"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1045_c0_g1_i17.p1"	"ONUN2_DN1045_c0_g1~~ONUN2_DN1045_c0_g1_i17.p1  ORF type:complete len:151 (-),score=31.20 ONUN2_DN1045_c0_g1_i17:95-547(-)"	"0.000"	"49.664"	"41"	"9"	"271"	"1"	"150"	"17.3"	"8.19"	"2908"	"9"	""	""	""	""	""	"ONUN2_DN1045_c0_g1_i17.p1"	""	""	""	""	"0"	"0.010"	"35.876"	"1.232"	"100.000"	"100.000"	"0.034"	""	"0.414439411154465"	""	""	""	""	"7687657.33821985"	""	"275798588.275188"	"9470933.45462117"	"89.90"	""	"132.79"	""	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
